"date(UTC+0)","Received Quantity","Received Currency","Sent Quantity","Sent Currency","tag"
"2025-01-04 06:00:00","0.0001496149585653","USDT","","","issued_profit"
"2025-01-04 07:00:00","0.0001497901601671","USDT","","","issued_profit"
"2025-01-04 08:00:00","0.0001498925430308","USDT","","","issued_profit"
"2025-01-04 09:00:00","0.000149146173759","USDT","","","issued_profit"
"2025-01-04 10:00:00","0.0001488666842147","USDT","","","issued_profit"
"2025-01-04 11:00:00","0.0001482390779994","USDT","","","issued_profit"
"2025-01-04 12:00:00","0.0001484102619156","USDT","","","issued_profit"
"2025-01-04 13:00:00","0.0001483021116114","USDT","","","issued_profit"
"2025-01-04 14:00:00","0.0001480577015715","USDT","","","issued_profit"
"2025-01-04 14:36:33","0.0077985145157502","USDT","","","claimed_profit"
"2025-01-04 14:36:33","0.0029460528184833","USDT","","","claimed_profit"
"2025-01-04 14:36:49","8.44300624","USDT","","","unstake"
"2025-01-04 14:36:49","22.34953369","USDT","","","unstake"
"2025-08-13 12:26:07","","","450","USDT","stake"
"2025-08-15 02:00:00","0.0656100000000000","USDT","","","issued_profit"
"2025-08-16 02:00:00","0.0422237991680880","USDT","","","issued_profit"
"2025-08-17 02:00:00","0.0531520255846392","USDT","","","issued_profit"
"2025-08-18 02:00:00","0.0403810067420472","USDT","","","issued_profit"
"2025-08-19 02:00:00","0.0371682918199392","USDT","","","issued_profit"
"2025-08-20 02:00:00","0.0441978693328680","USDT","","","issued_profit"
"2025-08-21 02:00:00","0.0222057238188144","USDT","","","issued_profit"
"2025-08-22 02:00:00","0.0422833376545584","USDT","","","issued_profit"
"2025-08-23 02:00:00","0.0488961596849448","USDT","","","issued_profit"
"2025-08-24 02:00:00","0.0651616692137568","USDT","","","issued_profit"
"2025-08-25 02:00:00","0.0656772546069432","USDT","","","issued_profit"
"2025-08-26 02:00:00","0.0545669239945944","USDT","","","issued_profit"
"2025-08-27 02:00:00","0.0419673730109880","USDT","","","issued_profit"
"2025-08-28 02:00:00","0.0222225283447224","USDT","","","issued_profit"
"2025-08-28 02:02:23","450","USDT","","","unstake"
"2025-08-28 02:10:34","0.645713962976904","USDT","","","claimed_profit"
"2025-08-28 04:23:06","","","450.635","USDT","stake"
"2025-08-28 04:23:39","450.635","USDT","","","unstake"
